 DANE ; DEPARTAMENTO ; MUNICIPIO ; COD EPS ; NOMBRE EPS ; NIT IPS ; NOMBRE IPS ; FORMA DE CONTRATACIÓN ; VALOR ORDENADO $ ;" TOTAL GIRO 
 NOVIEMBRE 2024 $ "
23580;CORDOBA;PUERTO LIBERTADOR;CCF055;Cajacopi;812003382;ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO;Capitación ; 32,735,660.00   ; 32,735,660.00   
23580;CORDOBA;PUERTO LIBERTADOR;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 1,444,716.00   ; 1,444,716.00   
23580;CORDOBA;PUERTO LIBERTADOR;CCF055;Cajacopi;900709216;O2VITAL S.A.S;Capitación ; 259,311.00   ; 259,311.00   
23580;CORDOBA;PUERTO LIBERTADOR;EPSS37;Nueva Eps;812003382;ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO;Capitación ; 15,464,484.00   ; 15,464,484.00   
23580;CORDOBA;PUERTO LIBERTADOR;EPSS37;Nueva Eps;900202883;CLINICA BIJAO IPS LTDA;Capitación ; 18,882,130.00   ; 18,882,130.00   
23580;CORDOBA;PUERTO LIBERTADOR;EPSS41;Nueva Eps;812000344;E.S.E. HOSPITAL MONTELIBANO;Capitación ; 6,921,596.00   ; 6,921,596.00   
23580;CORDOBA;PUERTO LIBERTADOR;EPSS41;Nueva Eps;812003382;ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO;Capitación ; 367,741,584.00   ; 367,741,584.00   
23580;CORDOBA;PUERTO LIBERTADOR;EPSS41;Nueva Eps;901119117;MEDISALUD MONTERIA SAS;Capitación ; 28,055,589.00   ; 28,055,589.00   
23580;CORDOBA;PUERTO LIBERTADOR;ESS024;Coosalud;812003382;ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO;Capitación ; 239,967,288.00   ; 239,967,288.00   
23580;CORDOBA;PUERTO LIBERTADOR;ESS207;Mutual Ser;812003382;ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO;Capitación ; 98,157,928.00   ; 98,157,928.00   
23586;CORDOBA;PURISIMA;CCF055;Cajacopi;812001792;E.S.E CAMU DE PURISIMA;Capitación ; 9,949,157.00   ; 9,949,157.00   
23586;CORDOBA;PURISIMA;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 537,138.00   ; 537,138.00   
23586;CORDOBA;PURISIMA;CCF055;Cajacopi;900709216;O2VITAL S.A.S;Capitación ; 96,461.00   ; 96,461.00   
23586;CORDOBA;PURISIMA;EPSS41;Nueva Eps;812001792;E.S.E CAMU DE PURISIMA;Capitación ; 105,841,216.00   ; 105,841,216.00   
23586;CORDOBA;PURISIMA;ESS207;Mutual Ser;812001792;E.S.E CAMU DE PURISIMA;Capitación ; 174,690,856.00   ; 174,690,856.00   
23660;CORDOBA;SAHAGUN;CCF055;Cajacopi;812001579;ESE CAMU SAN RAFAEL;Capitación ; 163,958,621.00   ; 163,958,621.00   
23660;CORDOBA;SAHAGUN;CCF055;Cajacopi;812003001;CURAR I.P.S. S.A.S;Capitación ; 33,094,080.00   ; 33,094,080.00   
23660;CORDOBA;SAHAGUN;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 15,581,118.00   ; 15,581,118.00   
23660;CORDOBA;SAHAGUN;CCF055;Cajacopi;900709216;O2VITAL S.A.S;Capitación ; 2,771,090.00   ; 2,771,090.00   
23660;CORDOBA;SAHAGUN;EPSS37;Nueva Eps;812005369;E.A.T. CENTRO MEDICO SANTA MARIA I.P.S.;Capitación ; 32,629,632.00   ; 32,629,632.00   
23660;CORDOBA;SAHAGUN;EPSS41;Nueva Eps;812001579;ESE CAMU SAN RAFAEL;Capitación ; 649,473,810.00   ; 649,473,810.00   
23660;CORDOBA;SAHAGUN;ESS024;Coosalud;812001579;ESE CAMU SAN RAFAEL;Capitación ; 57,175,290.00   ; 57,175,290.00   
23660;CORDOBA;SAHAGUN;ESS207;Mutual Ser;812001579;ESE CAMU SAN RAFAEL;Capitación ; 552,285,752.00   ; 552,285,752.00   
23660;CORDOBA;SAHAGUN;ESS207;Mutual Ser;812003001;CURAR I.P.S. S.A.S;Capitación ; 24,098,976.00   ; 24,098,976.00   
23670;CORDOBA;SAN ANDRES DE SOTAVENTO;CCF055;Cajacopi;812001332;ESE SAN ANDRES APOSTOL;Capitación ; 150,724,115.00   ; 150,724,115.00   
23670;CORDOBA;SAN ANDRES DE SOTAVENTO;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 7,571,382.00   ; 7,571,382.00   
23670;CORDOBA;SAN ANDRES DE SOTAVENTO;CCF055;Cajacopi;900709216;O2VITAL S.A.S;Capitación ; 1,365,591.00   ; 1,365,591.00   
23670;CORDOBA;SAN ANDRES DE SOTAVENTO;EPSS37;Nueva Eps;812001793;I.P.S. SALUMED LTDA;Capitación ; 7,536,018.00   ; 7,536,018.00   
23670;CORDOBA;SAN ANDRES DE SOTAVENTO;ESS207;Mutual Ser;812001332;ESE SAN ANDRES APOSTOL;Capitación ; 632,541,347.00   ; 632,541,347.00   
23672;CORDOBA;SAN ANTERO;CCF055;Cajacopi;812002993;E.S.E CAMU IRIS LÓPEZ DURAN;Capitación ; 32,883,544.00   ; 32,883,544.00   
23672;CORDOBA;SAN ANTERO;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 1,535,268.00   ; 1,535,268.00   
23672;CORDOBA;SAN ANTERO;CCF055;Cajacopi;900709216;O2VITAL S.A.S;Capitación ; 292,600.00   ; 292,600.00   
23672;CORDOBA;SAN ANTERO;EPSS37;Nueva Eps;812004874;TODO SALUD I.P.S. LTDA;Capitación ; 5,422,050.00   ; 5,422,050.00   
23672;CORDOBA;SAN ANTERO;EPSS41;Nueva Eps;812002993;E.S.E CAMU IRIS LÓPEZ DURAN;Capitación ; 155,466,488.00   ; 155,466,488.00   
23672;CORDOBA;SAN ANTERO;ESS207;Mutual Ser;812002993;E.S.E CAMU IRIS LÓPEZ DURAN;Capitación ; 382,567,960.00   ; 382,567,960.00   
23672;CORDOBA;SAN ANTERO;ESS207;Mutual Ser;812004874;TODO SALUD I.P.S. LTDA;Capitación ; 6,226,847.00   ; 6,226,847.00   
23675;CORDOBA;SAN BERNARDO DEL VIENTO;CCF055;Cajacopi;891000499;E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO;Capitación ; 26,428,488.00   ; 26,428,488.00   
23675;CORDOBA;SAN BERNARDO DEL VIENTO;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 1,236,858.00   ; 1,236,858.00   
23675;CORDOBA;SAN BERNARDO DEL VIENTO;CCF055;Cajacopi;900709216;O2VITAL S.A.S;Capitación ; 223,753.00   ; 223,753.00   
23675;CORDOBA;SAN BERNARDO DEL VIENTO;EPSS37;Nueva Eps;900308086;SOLOSALUD IPS SAN BERNARDO S.A.S;Capitación ; 5,149,813.00   ; 5,149,813.00   
23675;CORDOBA;SAN BERNARDO DEL VIENTO;EPSS41;Nueva Eps;891000499;E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO;Capitación ; 20,673,345.00   ; 20,673,345.00   
23675;CORDOBA;SAN BERNARDO DEL VIENTO;ESS024;Coosalud;891000499;E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO;Capitación ; 30,489,591.00   ; 30,489,591.00   
23675;CORDOBA;SAN BERNARDO DEL VIENTO;ESS207;Mutual Ser;891000499;E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO;Capitación ; 619,660,056.00   ; 619,660,056.00   
23675;CORDOBA;SAN BERNARDO DEL VIENTO;ESS207;Mutual Ser;900422757;IPS FUNDACION SERSOCIAL SEDE CARTAGENA;Capitación ; 53,698,181.00   ; 53,698,181.00   
23678;CORDOBA;SAN CARLOS;CCF055;Cajacopi;891080015;EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE;Capitación ; 32,480,687.00   ; 32,480,687.00   
23678;CORDOBA;SAN CARLOS;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 2,143,407.00   ; 2,143,407.00   
23678;CORDOBA;SAN CARLOS;CCF055;Cajacopi;900709216;O2VITAL S.A.S;Capitación ; 378,091.00   ; 378,091.00   
23678;CORDOBA;SAN CARLOS;EPSS37;Nueva Eps;891080015;EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE;Capitación ; 10,495,485.00   ; 10,495,485.00   
23678;CORDOBA;SAN CARLOS;EPSS41;Nueva Eps;891080015;EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE;Capitación ; 277,286,310.00   ; 277,286,310.00   
23678;CORDOBA;SAN CARLOS;ESS207;Mutual Ser;891080015;EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE;Capitación ; 37,235,477.00   ; 37,235,477.00   
23682;CORDOBA;SAN JOSE DE URE;CCF055;Cajacopi;812000344;E.S.E. HOSPITAL MONTELIBANO;Capitación ; 10,680,261.00   ; 10,680,261.00   
23682;CORDOBA;SAN JOSE DE URE;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 501,123.00   ; 501,123.00   
23682;CORDOBA;SAN JOSE DE URE;CCF055;Cajacopi;900709216;O2VITAL S.A.S;Capitación ; 95,327.00   ; 95,327.00   
23682;CORDOBA;SAN JOSE DE URE;EPSS37;Nueva Eps;900202883;CLINICA BIJAO IPS LTDA;Capitación ; 9,070,941.00   ; 9,070,941.00   
23682;CORDOBA;SAN JOSE DE URE;EPSS41;Nueva Eps;900202883;CLINICA BIJAO IPS LTDA;Capitación ; 27,975,669.00   ; 27,975,669.00   
23682;CORDOBA;SAN JOSE DE URE;ESS207;Mutual Ser;812000344;E.S.E. HOSPITAL MONTELIBANO;Capitación ; 78,269,482.00   ; 78,269,482.00   
23686;CORDOBA;SAN PELAYO;CCF055;Cajacopi;812001550;ESE CAMU DE SAN PELAYO;Capitación ; 135,094,588.00   ; 135,094,588.00   
23686;CORDOBA;SAN PELAYO;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 6,733,776.00   ; 6,733,776.00   
23686;CORDOBA;SAN PELAYO;CCF055;Cajacopi;900709216;O2VITAL S.A.S;Capitación ; 1,250,215.00   ; 1,250,215.00   
23686;CORDOBA;SAN PELAYO;CCF055;Cajacopi;900784418;FISIOMED INTEGRAL S.A.S;Capitación ; 193,920.00   ; 193,920.00   
23686;CORDOBA;SAN PELAYO;EPSS37;Nueva Eps;812004251;E.A.T. VIVIR CON SALUD IPS;Capitación ; 6,743,669.00   ; 6,743,669.00   
23686;CORDOBA;SAN PELAYO;EPSS41;Nueva Eps;812001550;ESE CAMU DE SAN PELAYO;Capitación ; 183,848,776.00   ; 183,848,776.00   
23686;CORDOBA;SAN PELAYO;ESS207;Mutual Ser;812001550;ESE CAMU DE SAN PELAYO;Capitación ; 467,678,970.00   ; 467,678,970.00   
23807;CORDOBA;TIERRALTA;CCF055;Cajacopi;812000317;ESE HOSPITAL SAN JOSE DE TIERRALTA;Capitación ; 309,982,227.00   ; 309,982,227.00   
23807;CORDOBA;TIERRALTA;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 14,711,613.00   ; 14,711,613.00   
23807;CORDOBA;TIERRALTA;CCF055;Cajacopi;900709216;O2VITAL S.A.S;Capitación ; 2,598,216.00   ; 2,598,216.00   
23807;CORDOBA;TIERRALTA;EPSS37;Nueva Eps;812000317;ESE HOSPITAL SAN JOSE DE TIERRALTA;Capitación ; 26,494,353.00   ; 26,494,353.00   
23807;CORDOBA;TIERRALTA;EPSS37;Nueva Eps;812006934;SALUD TIERRALTA IPS SAS;Capitación ; 21,395,601.00   ; 21,395,601.00   
23807;CORDOBA;TIERRALTA;EPSS41;Nueva Eps;812000317;ESE HOSPITAL SAN JOSE DE TIERRALTA;Capitación ; 762,692,634.00   ; 762,692,634.00   
23807;CORDOBA;TIERRALTA;EPSS41;Nueva Eps;812004371;FUNDACION SOLIDARIA FUNDASOLIDARIA I.P.S.;Capitación ; 14,997,224.00   ; 14,997,224.00   
23807;CORDOBA;TIERRALTA;EPSS41;Nueva Eps;812006934;SALUD TIERRALTA IPS SAS;Capitación ; 119,399,309.00   ; 119,399,309.00   
23807;CORDOBA;TIERRALTA;ESS024;Coosalud;812000317;ESE HOSPITAL SAN JOSE DE TIERRALTA;Capitación ; 137,711,184.00   ; 137,711,184.00   
23807;CORDOBA;TIERRALTA;ESS207;Mutual Ser;812000317;ESE HOSPITAL SAN JOSE DE TIERRALTA;Capitación ; 528,041,019.00   ; 528,041,019.00   
23807;CORDOBA;TIERRALTA;ESS207;Mutual Ser;900632220;FUNDACION SALUD INTEGRAL DE COLOMBIA IPS;Capitación ; 53,954,741.00   ; 53,954,741.00   
23815;CORDOBA;TUCHIN;CCF055;Cajacopi;900205591;INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI;Capitación ; 84,738,379.00   ; 84,738,379.00   
23815;CORDOBA;TUCHIN;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 5,668,761.00   ; 5,668,761.00   
23815;CORDOBA;TUCHIN;CCF055;Cajacopi;900709216;O2VITAL S.A.S;Capitación ; 984,852.00   ; 984,852.00   
23815;CORDOBA;TUCHIN;ESS207;Mutual Ser;900197010;INSTITUCION PRESTADORA DE SERVICIOS CLINIMAS LTDA;Capitación ; 46,113,281.00   ; 46,113,281.00   
23815;CORDOBA;TUCHIN;ESS207;Mutual Ser;900205591;INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI;Capitación ; 435,868,008.00   ; 435,868,008.00   
23855;CORDOBA;VALENCIA;CCF055;Cajacopi;812000300;ESE HOSPITAL SAGRADO CORAZON DE JESUS;Capitación ; 148,332,599.00   ; 148,332,599.00   
23855;CORDOBA;VALENCIA;CCF055;Cajacopi;900397110;CONSUSALUD DEL CARIBE IPS LTDA;Capitación ; 6,378,771.00   ; 6,378,771.00   
23855;CORDOBA;VALENCIA;CCF055;Cajacopi;900709216;O2VITAL S.A.S;Capitación ; 1,135,597.00   ; 1,135,597.00   
23855;CORDOBA;VALENCIA;EPSS37;Nueva Eps;900518561;SOLUCIONES EN SALUD IPS;Capitación ; 10,778,414.00   ; 10,778,414.00   
23855;CORDOBA;VALENCIA;EPSS41;Nueva Eps;812000300;ESE HOSPITAL SAGRADO CORAZON DE JESUS;Capitación ; 388,290,795.00   ; 388,290,795.00   
23855;CORDOBA;VALENCIA;ESS024;Coosalud;812000300;ESE HOSPITAL SAGRADO CORAZON DE JESUS;Capitación ; 40,596,306.00   ; 40,596,306.00   
25019;CUNDINAMARCA;ALBAN;EPSS37;Nueva Eps;899999151;E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ;Capitación ; 3,233,100.00   ; 3,233,100.00   
25019;CUNDINAMARCA;ALBAN;EPSS41;Nueva Eps;899999151;E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ;Capitación ; 19,463,262.00   ; 19,463,262.00   
25035;CUNDINAMARCA;ANAPOIMA;EPSS37;Nueva Eps;890680027;E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ;Capitación ; 5,950,469.00   ; 5,950,469.00   
25035;CUNDINAMARCA;ANAPOIMA;EPSS41;Nueva Eps;890680027;E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ;Capitación ; 37,976,249.00   ; 37,976,249.00   
25040;CUNDINAMARCA;ANOLAIMA;EPSS37;Nueva Eps;832001465;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;Capitación ; 2,245,104.00   ; 2,245,104.00   
25040;CUNDINAMARCA;ANOLAIMA;EPSS41;Nueva Eps;832001465;E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA;Capitación ; 46,107,784.00   ; 46,107,784.00   
25053;CUNDINAMARCA;ARBELAEZ;EPSS37;Nueva Eps;890680031;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;Capitación ; 3,989,898.00   ; 3,989,898.00   
25053;CUNDINAMARCA;ARBELAEZ;EPSS41;Nueva Eps;890680031;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;Capitación ; 46,246,545.00   ; 46,246,545.00   
25099;CUNDINAMARCA;BOJACA;EPSS37;Nueva Eps;860009555;E.S.E. HOSPITAL SANTA MATILDE DE MADRID;Capitación ; 604,530.00   ; 604,530.00   
25099;CUNDINAMARCA;BOJACA;EPSS41;Nueva Eps;860009555;E.S.E. HOSPITAL SANTA MATILDE DE MADRID;Capitación ; 9,632,178.00   ; 9,632,178.00   
25120;CUNDINAMARCA;CABRERA;EPSS37;Nueva Eps;890680031;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;Capitación ; 866,493.00   ; 866,493.00   
25120;CUNDINAMARCA;CABRERA;EPSS41;Nueva Eps;890680031;E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ;Capitación ; 2,680,083.00   ; 2,680,083.00   
25123;CUNDINAMARCA;CACHIPAY;EPSS37;Nueva Eps;890680027;E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ;Capitación ; 9,034,433.00   ; 9,034,433.00   
25123;CUNDINAMARCA;CACHIPAY;EPSS41;Nueva Eps;890680027;E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ;Capitación ; 44,381,405.00   ; 44,381,405.00   
25126;CUNDINAMARCA;CAJICA;EPSS37;Nueva Eps;832002436;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;Capitación ; 8,552,545.00   ; 8,552,545.00   
25126;CUNDINAMARCA;CAJICA;EPSS37;Nueva Eps;860007336;CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO;Capitación ; 5,435,100.00   ; 5,435,100.00   
25126;CUNDINAMARCA;CAJICA;EPSS41;Nueva Eps;832002436;ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA;Capitación ; 50,797,475.00   ; 50,797,475.00   
25148;CUNDINAMARCA;CAPARRAPI;EPSS37;Nueva Eps;860020283;E.S.E. HOSPITAL SAN JOSE DE GUADUAS;Capitación ; 3,032,852.00   ; 3,032,852.00   
25148;CUNDINAMARCA;CAPARRAPI;EPSS41;Nueva Eps;860020283;E.S.E. HOSPITAL SAN JOSE DE GUADUAS;Capitación ; 37,929,143.00   ; 37,929,143.00   
25154;CUNDINAMARCA;CARMEN DE CARUPA;EPSS37;Nueva Eps;899999161;ESE HOSPITAL HABACUC CALDERON DE CARMEN DE CARUPA;Capitación ; 579,381.00   ; 579,381.00   
25154;CUNDINAMARCA;CARMEN DE CARUPA;EPSS41;Nueva Eps;899999161;ESE HOSPITAL HABACUC CALDERON DE CARMEN DE CARUPA;Capitación ; 34,007,909.00   ; 34,007,909.00   
25168;CUNDINAMARCA;CHAGUANI;EPSS37;Nueva Eps;860020283;E.S.E. HOSPITAL SAN JOSE DE GUADUAS;Capitación ; 684,241.00   ; 684,241.00   
25168;CUNDINAMARCA;CHAGUANI;EPSS41;Nueva Eps;860020283;E.S.E. HOSPITAL SAN JOSE DE GUADUAS;Capitación ; 1,886,286.00   ; 1,886,286.00   
25175;CUNDINAMARCA;CHIA;EPSS10;Suramericana;800200789;CLINICA CHIA S.A.S.;Capitación ; 73,411,190.00   ; 73,411,190.00   
25175;CUNDINAMARCA;CHIA;EPSS37;Nueva Eps;899999156;E.S.E. HOSPITAL SAN ANTONIO CHIA;Capitación ; 8,407,272.00   ; 8,407,272.00   
25175;CUNDINAMARCA;CHIA;EPSS41;Nueva Eps;899999156;E.S.E. HOSPITAL SAN ANTONIO CHIA;Capitación ; 72,849,420.00   ; 72,849,420.00   
25181;CUNDINAMARCA;CHOACHI;EPSS37;Nueva Eps;800174375;E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE;Capitación ; 1,683,765.00   ; 1,683,765.00   
25181;CUNDINAMARCA;CHOACHI;EPSS41;Nueva Eps;800174375;E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE;Capitación ; 31,050,075.00   ; 31,050,075.00   
25183;CUNDINAMARCA;CHOCONTA;EPSS17;Famisanar;900809723;SERVICIOS DE ATENCION DOMICILIARIA EN SALUD S.A.S SIGLA SADISALUD SAS;Capitación ; 1,505,269.00   ; 1,505,269.00   
25183;CUNDINAMARCA;CHOCONTA;EPSS37;Nueva Eps;860024766;EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS;Capitación ; 2,751,960.00   ; 2,751,960.00   
25183;CUNDINAMARCA;CHOCONTA;EPSS41;Nueva Eps;860024766;EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS;Capitación ; 72,528,630.00   ; 72,528,630.00   
25200;CUNDINAMARCA;COGUA;EPSS37;Nueva Eps;899999032;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA;Capitación ; 1,469,232.00   ; 1,469,232.00   
25200;CUNDINAMARCA;COGUA;EPSS41;Nueva Eps;899999032;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA;Capitación ; 26,874,702.00   ; 26,874,702.00   
25214;CUNDINAMARCA;COTA;EPSS37;Nueva Eps;899999156;E.S.E. HOSPITAL SAN ANTONIO CHIA;Capitación ; 1,550,856.00   ; 1,550,856.00   
25214;CUNDINAMARCA;COTA;EPSS41;Nueva Eps;899999156;E.S.E. HOSPITAL SAN ANTONIO CHIA;Capitación ; 27,588,912.00   ; 27,588,912.00   
25224;CUNDINAMARCA;CUCUNUBA;EPSS37;Nueva Eps;832010240;E.S.E. CENTRO DE SALUD CUCUNUBA;Capitación ; 688,720.00   ; 688,720.00   
25224;CUNDINAMARCA;CUCUNUBA;EPSS41;Nueva Eps;832010240;E.S.E. CENTRO DE SALUD CUCUNUBA;Capitación ; 18,302,734.00   ; 18,302,734.00   
25245;CUNDINAMARCA;EL COLEGIO;EPSS37;Nueva Eps;860020094;ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO;Capitación ; 13,221,168.00   ; 13,221,168.00   
25245;CUNDINAMARCA;EL COLEGIO;EPSS41;Nueva Eps;860020094;ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO;Capitación ; 88,556,880.00   ; 88,556,880.00   
25258;CUNDINAMARCA;EL PEÑOL;EPSS37;Nueva Eps;900129296;EMPRESA SOCIAL DEL ESTADO CAYETANO MARIA DE ROJAS;Capitación ; 420,504.00   ; 420,504.00   
25258;CUNDINAMARCA;EL PEÑOL;EPSS41;Nueva Eps;900129296;EMPRESA SOCIAL DEL ESTADO CAYETANO MARIA DE ROJAS;Capitación ; 19,883,832.00   ; 19,883,832.00   
25260;CUNDINAMARCA;EL ROSAL;EPSS37;Nueva Eps;860009555;E.S.E. HOSPITAL SANTA MATILDE DE MADRID;Capitación ; 3,929,445.00   ; 3,929,445.00   
25260;CUNDINAMARCA;EL ROSAL;EPSS41;Nueva Eps;860009555;E.S.E. HOSPITAL SANTA MATILDE DE MADRID;Capitación ; 35,647,119.00   ; 35,647,119.00   
25269;CUNDINAMARCA;FACATATIVA;EPSS37;Nueva Eps;899999151;E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ;Capitación ; 12,953,954.00   ; 12,953,954.00   
25269;CUNDINAMARCA;FACATATIVA;EPSS41;Nueva Eps;899999151;E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ;Capitación ; 126,543,534.00   ; 126,543,534.00   
25279;CUNDINAMARCA;FOMEQUE;EPSS37;Nueva Eps;800174375;E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE;Capitación ; 6,083,280.00   ; 6,083,280.00   
25279;CUNDINAMARCA;FOMEQUE;EPSS41;Nueva Eps;800174375;E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE;Capitación ; 44,103,780.00   ; 44,103,780.00   
25281;CUNDINAMARCA;FOSCA;EPSS41;Nueva Eps;832007272;CENTRO DE SALUD DE FOSCA E.S.E.;Capitación ; 15,327,610.00   ; 15,327,610.00   
25286;CUNDINAMARCA;FUNZA;EPSS37;Nueva Eps;860007336;CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO;Capitación ; 7,543,800.00   ; 7,543,800.00   
25286;CUNDINAMARCA;FUNZA;EPSS37;Nueva Eps;900750333;EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA;Capitación ; 9,229,872.00   ; 9,229,872.00   
25286;CUNDINAMARCA;FUNZA;EPSS41;Nueva Eps;900750333;EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA;Capitación ; 60,950,416.00   ; 60,950,416.00   
25288;CUNDINAMARCA;FUQUENE;EPSS37;Nueva Eps;899999147;EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE;Capitación ; 554,790.00   ; 554,790.00   
25288;CUNDINAMARCA;FUQUENE;EPSS41;Nueva Eps;899999147;EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE;Capitación ; 26,777,864.00   ; 26,777,864.00   
25290;CUNDINAMARCA;FUSAGASUGA;EPSS37;Nueva Eps;890680025;E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA;Capitación ; 20,475,323.00   ; 20,475,323.00   
25290;CUNDINAMARCA;FUSAGASUGA;EPSS41;Nueva Eps;890680025;E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA;Capitación ; 220,207,915.00   ; 220,207,915.00   
25293;CUNDINAMARCA;GACHALA;EPSS37;Nueva Eps;899999163;E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA;Capitación ; 487,200.00   ; 487,200.00   
25293;CUNDINAMARCA;GACHALA;EPSS41;Nueva Eps;899999163;E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA;Capitación ; 21,416,500.00   ; 21,416,500.00   
25295;CUNDINAMARCA;GACHANCIPA;EPSS37;Nueva Eps;899999158;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO;Capitación ; 9,896,910.00   ; 9,896,910.00   
25295;CUNDINAMARCA;GACHANCIPA;EPSS41;Nueva Eps;899999158;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO;Capitación ; 15,753,432.00   ; 15,753,432.00   
25297;CUNDINAMARCA;GACHETA;EPSS37;Nueva Eps;899999163;E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA;Capitación ; 1,299,200.00   ; 1,299,200.00   
25297;CUNDINAMARCA;GACHETA;EPSS41;Nueva Eps;899999163;E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA;Capitación ; 40,681,200.00   ; 40,681,200.00   
25299;CUNDINAMARCA;GAMA;EPSS37;Nueva Eps;899999163;E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA;Capitación ; 142,100.00   ; 142,100.00   
